language;text;class
"en";"never felt so worthless and uncared for in my entire life. so sick of being so easily given up on...";
"en";"So today we headed to Mt Teide. Looks lovely but it was cold!!! https://t.co/ppT9ceAlLY";
"en";"Extremely soft and flexible even at cold temperatures. https://t.co/RxNY2jKaKL #snow #construction #windowcleaning… https://t.co/cR65dd69Om";
"en";"I'm at home sick so like if anyone wants to bring me a bottle of ginger ale that'd be greatly appreciated";
"en";"Appreciation tweet to @easymacsquared for buying me medicine and taking care of me even when I'm sick &amp; gross. Best boyfriend ever ilysm❤❤❤";
"en";"I WISH I WAS SEEING COLD CAVE TONIGHT WHAT THE FUCK";
"en";"That's his third time calling in sick this month. That's a five day suspension. https://t.co/rq6DKItsmz";
"en";"Old and cold: Research, understand, use your own words to present your findings. New hotness: Plagiarism, no matte… https://t.co/eDPHhukp1m";
"en";"@BreakingNews24U @NFL Maybe we all will ban the NFL! Sick of their anti-American antics!@nflcommish";
"en";"pray for my papa yall he been sick. 😭 man that's my whole heart right there.";
"en";"@walkerkpt Obama actually thinks he's Superfly. BTW, I'm sick and tired of his pimp walk.";
"en";"Puppy fever is unreal at the moment 😭🐶";
"en";"#GH Who's ready for this timeline to be a freakin hot mess full of ice cold shade in an hour?";
"en";"Just got a notification that our floor microwave broke. Lmao, explains why I ate cold ravioli yesterday😅";
"en";"Being sick sucks, so this calls for locking myself in my room laying in my nice cozy bed watching 500 Days of Summer wishing it was summer";
"en";"Someone plz come save me from this COLD ass airport ‼️😔";
"en";"Man, I hate being sick.";
"en";"All my coworkers are republicans, and some of the things they say make me sick to my stomach.";
"en";"You're fucking disgusting! That is animal abuse you sick fuck! https://t.co/PTbCUIdPFo";
"en";"@maxipenalty they just keep coming. That joker looks sick though. https://t.co/ut5YEDmbh9";
"en";"One year ago in Columbus and Indiana ☺https://t.co/9aGvoFf6Ou cold kids &amp; campfires @MarinaCityBand @Broadsideva… https://t.co/MdYyuMNLmI";
"en";"Tryna make me go nut We donut Like so what Cool and a new cold cup W 713 Drink that syrup Like sera lee When every we Take the time";
"en";"UPDATE: Former President G.H.W. Bush is now in ICU with pneumonia, his wife Barbara is hospitalized with fatigue and coughing.";
"en";"Disco fever spreads to #trafalgarsquare #karaoke #ldn #karaokerumble #discofever #comedy #potd… https://t.co/3A63oBZaVW";
"en";"@aaronpauley i am sick and had to face my biggest phobia this morning, could send me some love?";
"en";"So sick of -4 weather, I need sunshine asap";
"en";"Sick to my stomach rn";
"en";"Sounds good in theory but I know for sure I wouldn't make this for myself if I was sick https://t.co/aO1cIeCwyy";
"en";"@ChaseSupport called me b/c they saw that I used @GustoHQ and wanted to switch me to @ADP. U’r using my bank statement for cold calling?";
"en";".@jeffzwarren jeez the sickness this season is a lingerer! I'm just now starting to get over my cold";
"en";"Night time hacking is cold!! #finchingfieldequestriancentre @… https://t.co/xIsJuP8Kg1";
"en";"@bunnycartoon Thank you! I feel a lot better this morning; last night was intense! I was sick in Dec too. My sis sa… https://t.co/bJ5isNMnnO";
"en";"hell yes. shawty just scared tf outta me. looking sick af https://t.co/Whg4Bxr7m4";
"en";"@vanillaice those are some sick rides!!!!!😎😉😘love em!!!!!!!";
"en";"Why tf you ain't eat it cold ??";
"en";"I was trying to get to this cold before it got to me... #fail 🤒";
"en";"Barbara Bush admitted to hospital for fatigue and coughing.";
"en";"Another sick gym session 💪🏾";
"en";"I think I'm getting sick :/";
"en";"'Lets find a cure.'im like, why are people sick?";
"en";"Groan. Watching #bbcnews propaganda, it makes me sick that I have to pay the bbc licence fee to fund this biased crap.";
"en";"The former first lady was experiencing fatigue and coughing. Her admittance was a precaution";
"en";"Cold + shorts/t-shirt = quicker than expected after a day in the office. Cold as a motivator... https://t.co/ZOWabJJ8jS";
"en";"I'm sick and she don't care 😒";
"en";"Nah scratch that. Sick of people.";
"en";"My poor baby is sick😥🐶 https://t.co/CBdHzCrvi0";
"en";"i feel like such a bum being sick at home and not being able to school, i hate it";
"en";"flu turns to fever";
"en";"I think my favorite reaction to nudes is 'that's so fucking sick'";
"en";"becoming a hair educator makes me feel important and that's sick that ppl look up to me";
"en";"@hrwhitford very likely. They literally gave me cold fries though.";
"en";"I feel sick without acrylic nails on loool";
"en";"Got a lil cold, had to put on my onesie lol";
"en";"Dont want to get sick 😕🙅🏻";
"en";"So I get home and my grandma isn't here but she told me she was sick 🤔";
"en";"Hate being sick😷";
"en";"@coffeewithmo @_CamHicks I'm sick... https://t.co/GB5n6SZPl0";
"en";"Im fully convinced @samanthaoliviia got me sick in less then 24 hours of seeing each other after a month of Being apart I still love her tho";
"en";"@LipmateLipbalm WIN all 5 flavour pack of Lipmate #lipbalms in #winitwednesday - Follow and RT to #win - Perfect for #cold #weather";
"en";"Taking a 10 min break at work to #latergram. I've been so sick this week that I have no energy… https://t.co/9jDgpImunl";
"en";"This cold getting aggravating asf 🙄";
"en";"I'm sick but still productive. Just finalized my resume to attach to my Capital Entertainment application";
"en";"@DRUDGE_REPORT Sick dude....makes left look really unstable";
"en";"@kaygroo but.. But it's cold and raining outside Kale";
"en";".@Tweakedenigma @jeffzwarren what is this madness?! I'll sneeze and be like 'k thats done' NOPE HERE'S LIKE EIGHT MORE SNEEZES YOU SICK JERK";
"en";"My vent may be pumping out ice cold air but my 'fireplace' is toasty 🔥 https://t.co/5S2bGgAZF0";
"en";"I also wouldn't have been wet and cold all morning https://t.co/CDnug8JhEM";
"en";"It's sodding cold !!";
"en";"@Pordalabofyall @Assed_RN as sick as their doubful minds. They need to experience love in their hearts first to see love in others!";
"en";"Ugh. Getting sick. Sore throat. Upside is that I sound like Soldier 76. I'm walking around the office being cranky at people #gamerproblems";
"en";"i hate flu seriously fcking hate.";
"en";"@pilko_1 you make me feel physically sick";
"en";"when I fell asleep on ft with ty he told me he had to hang up bc I was snoring so loud since I'm sick &amp; I didn't believe him";
"en";"@Wilson12Rylee sorry you're sick sissy Ann";
"en";"Thankful to be out of the cold rain.";
"en";"OU is trying to play a sick joke on me by making the program I work for storage area at the Ridges. Creepiest building I have ever been in";
"en";"Feel so sick 😷";
"en";"DO NOT under any circumstance take cold medicine when you have homework to do because it'll knock ya out for 6 hours in lib west";
"en";"This pussy ass nigga burned a sandwich why the fuck you ain't eat it cold 😂😂🤣🤣💀";
"en";"I'm home sick😤";
"en";"Is there anybody in St. George not sick right now?";
"en";"I have on 3 blankets and sweat pants and I'm still shivering. I think the fever is real";
"en";"so sick i wanna die";
"en";"Transplanting of Leeks at school today. kids and worms loved making small wormery much needed resuce from cold. Me… https://t.co/t3wuLoquTL";
"en";"@Kenster_ it's cold nigga";
"en";"this rain is really pissing me off bc I have a 5 month old &amp; I don't want him getting sick.";
"en";"When your dog knows your sick and comes to cuddle with you. ☺️";
"en";"Well Iv tried battling through all week,but this 'Man flu' as eventually got the better of me today #housebound";
"en";"Nobody depends on Planned Parenthood as their primary care provider. When you have a cold you don't go to a baby killing operation. C'mon.";
"en";"So cold";
"en";"Me just tested my blood sugar while being sick https://t.co/06FmhMKHCZ";
"en";"@realDonaldTrump @TeamTrump Sick of fake news..Thank You for calling out on them and continues to keep us update on Twitter. 😇🌈";
"en";"Cold and still Christmassy #Tallinn #Eesti #Estonia @ Tallinn, Estonia https://t.co/kswBC4recP";
"en";"World high for temp (again) let me hear you complain about the cold again. What's it gonna take for us to change as a society";
"en";"I'm tired of missing functions because of being sick😩";
"en";"He was coughing yesterday so I've had the humidifier on since he went to bed lastnight 😭";
"en";"The amount of money I spend on textbooks actually makes me sick... especially when they're required and I don't open them once🙃";
"en";"way too cold out here";
"en";"@DYK88 Stationed in Minot back in the day. Whenever I think it's cold here, I look at what it is there to make myself feel better.";
"en";"Sick about this. RIP Jeff. https://t.co/IEHqMZzVpE";
"en";"Why tf you ain't eat it cold? https://t.co/Qhry2uF9Vj";
"en";"I am sick of my neighbors BULLY ASS chihuahuas trying to buck up to my pitbull, husky, and Australian shepherd!";
"en";"Ya dementia riddled dad licks and raises his finger to see how cold it is https://t.co/SOgdMkJ89i";
"en";"i'm tired and cold and hungry";
"en-gb";"Doors and #windows in, plenty of light beaming in even on such a #cold day #freezing #heaters on https://t.co/9GdH4BmTIR";
"en";"I'm getting real sick of my friends in Cali, AZ, and Seattle telling me their cold 🖕🏽";
"en";"Frost covered branches, icy cold, and calmness. #canada #backhome #iphonography #frost #frosty… https://t.co/fCa3NGd9vI";
"en";"Shopping for my managers new baby girl gives me baby fever like crazyyyyy😭😭😭";
"en";"I'm sick of it raining";
"en-gb";"sick https://t.co/1kUf95rCRj";
"en";"Fabulous freezing day with the ace team @moshulushoes Amazing what like minded souls can do on a cold January day. See you tomorrow! #SS17";
"en";"This dog bundled up in the cold as 3 winter storms approach, first bringing rain/mnt snow tonight! @CBSLA https://t.co/ST0FRjc9Dr";
"en";"'This pussy nigga burnt a sandwich why you aint eat it cold'💀😭 https://t.co/ey4E7zffh7";
"en";"@jvnimages @SMaureneLoft @FineArtAmerica cold feet? Lol";
"en";"I'm so sick of audio desyncing";
"en";"@Rajibsingha_ @realDonaldTrump @WSJ Make America sick again!";
"en";"I never thought I'd say this BUT I can't wait for school to start bc I sick of always being bored 😅😅😅";
"en";"@Ch2Christo usually in the summer as you mentioned it gets cold in Chicago";
"en";"@GNRailUK again with the freezing cold train-why?";
"en";"friday is gonna be sick🍁🚬";
"en";"So cold my nips hurt";
"en";"Total class. Both #GHWBush and #BarbaraBush are in ICU. Very sick! https://t.co/QM68VBDRac";
"en";"@KidNamedChance @HndrixLamar I'm bussin thru the double doors like I'm stone cold and sprinting down the aisle";
"en";"I'm sick of cucks co-opting netorare culture. https://t.co/EFQhaQkf2n";
"en";"Idk how tf I got sick😞";
"en";"'tell them i was the warmest place you knew and that you turned me cold'";
"en";"I wanna know who got me sick 😷";
"en";"Thanks for helping us through flu season ECSE! @ISD191 https://t.co/5grfTIxUlz";
"en";"All these posts about the weather are really making me want to call in sick lol..not looking forward to 8 hours outside";
"en-GB";"Check out our NEW Elemis mini treats &amp; Essentials to perk up a cold, dark Wednesday! Only £14.99 too… https://t.co/iZgumUhrK2";
"en";"I'm sick as hell. Wtf.";
"en";"Cold https://t.co/2yKZ55iz5k";
"en";"MORE: Barbara Bush admitted as precaution after fatigue &amp; coughing. George Bush had procedure to clear airway… https://t.co/Ng4H5XReT1";
"en";"i'm SICK, this is me 😂 https://t.co/49a6k60es4";
"en";"i used to be mad cold and emotionless but i've learned it's okay to have emotions 🙃";
"en";"I've seen the same girl twice today with an open neck top and thin leggings. I'm cold with jeans and a hoodie";
"en";"Why is it so cold in this class 😭";
"en";"@robjones48 mine was up nearly 20bpm with just a cold. Finding it an amazingly effective way of training!";
"en";"@sascat @SheWhoVotes That clause is a pillar of ACA. If taken out the ins cos go back to pick &amp; chose their pts, able to refuse the sick.";
"en";"My dick is bigger than yours...it was cold that night https://t.co/s8tYE810zk";
"en";".......bruh what kind of sick shit https://t.co/hwnGs63uIX";
"en";"I'm already sick and this class is freezing";
"en";"@abstaylorr it's heavy sick he doesn't even know he's dead 😂😂😂";
"en";"Little known fact: magnolias blooming indoors fight off the cold and inversion of winter. https://t.co/rrZO5pWMKp";
"en";"@katy_bangerman I've got a serious case of the flu+sinus infection that's turning into pneumonia";
"en";"UPDATE: Mrs. Bush also admitted to Houston Methodist this morning for fatigue, coughing. @HPMNews887 @NPR";
"en";"my girlfriends bringing over Panera for us because I'm sick 😞💕";
"en";"@_Wonder_Child at what time? I can probably run you something to tanners when I'm off to keep your fever down if it doesn't by then";
"en";"I'm so fucking cold!";
"en";"Idk if I'm really tired or getting sick.";
"en";"Plus I'm back sick again like damn I ain't never gonna get better until I just stay gone";
"en";"I'm so sick of hearing/talking about politics. If I hear that cheetos name one more time I'm gonna shoot myself";
"en";"#winterwonderland #outsideisfree #cold #wintertrees 💙❄️🌤 @… https://t.co/5XvSpj27u0";
"en";"@Sbd08Simon No sign of any snow Simon. That beast from the east has been 300 miles plus too far south bringing snow &amp; cold to Europe.";
"en";"i am so sick of ppl telling me what i should and shouldn't do, am very capable of making my own decisions and choices";
"en";"A sick hubby means I get to buy him (and me) Pho! Yes!!! Oh! I mean, ahhhh so sad he's sick. 😉 #phoCrazy";
"en";"And if you feel you're sinking, I will jump right over into cold, cold water for you💓";
"en";"@Schafernaker Send some cold weather up here to the lakes it's dull damp n miserably funny kind of weather ;-)";
"en";"I'm sick of DJs blowing me off after I request old school TI 😤";
"en";"Yes Massive! Sat 21/01 ☆☆☆Caribbean Fever Saturdays @ Club Silk☆☆☆ Don't be the last to know! https://t.co/jZieE7uesg";
"en";"When you stay at home sick as a dog but your SO still finds a way to take care of you 😇🐶💛 https://t.co/7M0bTMC1mJ";
"en";"I'm not mad @ Bradley Manning and I'm grateful for the work he's done. But Obama pardoning him while ignoring Black people makes me sick.";
"en";"I'm sick of DJs blowing me off after I request old school TI at bars 😤";
"en";"ok my cold is making my voice sound like a dying horse rn help";
"en";"3 hour class is pretty miserable when you can't stop coughing and have a constant runny nose. 🤒";
"en";"@salcedobeto8 let's just say he's a little sick";
"en";"i hate being sick dawg😔";
"en";"Bruh it's cold I don't wanna go to work";
"en";"But what really makes me sick is Black people who can still see no wrong in Obama or his wife. My people simply lov… https://t.co/y2mkNJ5usA";
"en";"@severeweatherEU more cold fronts?";
"en";"Baby all sick and stuff 🤢😭";
"en";"This is so disgusting ...this is so sick ....this is so....agh💔💔💔💔💔💔💔💔💔💔I'm speechless https://t.co/J4mTNDcVgj";
"en";"you're sick https://t.co/lkdcKuBVlx";
"en";"I'm so so sick it's not even funnnnny 😩😩😩😩😩😩😩😩😩😩😩 thank god , my doctor told me to come in rn 😭😭😭";
"en";"I think I came down with the stomach flu or something 😩";
"en";"Lmao why couldnt you just eat a cold sandwich https://t.co/slkKTyHiO5";
"en";"https://t.co/AUBpkvhCQD 'If I'm cold, let my skin rise...' #Jump #KylieMinogue #Kylie #Music #Album 'Impossible Princess' #NowPlaying";
"en";"'God, Marcus, you are SICK.' https://t.co/QVWWGDfLzq";
"en";"I'm so sick, attending classes today are literal hell";
"en";"Why tf am I always sick😭";
"en";"@OreoBc @LycanLeopard I'm taking off one sick day and taking handfuls of vitamins and cold meds. I hope this doesn't last.";
"en-gb";"How #cold was it for you this morning. It was -4 deg at 7:30am this morning in @MyUpminster #frozen #sceeen &amp; gr8… https://t.co/ohcb5IA9pQ";
"en";"@OolacileDubstep I came across your music yesterday for the first time. Dude your sick. Thanks.";
"en";"It's so cold outside that my eyeballs hurt.";
"en";"Yo boyfriend can't eat a sandwich cold";
"en";"60 degrees and I'm sweating here. Guess you could say I'm use to this cold weather🤔";
"en";"My favorite @KelliGiddish line in SVU 'were you sick the day they went over statute of limitations in law school??'";
"en";"literally everybody @ WHS is sick 🙄";
"en";"@SailorDave164 kids had some blood in snot this morning, and has been sick so oh well 🙃";
"en";"Att: All Stockholm's Party Goers! ☆☆☆Fri 20/01 Afrobeat Hot Mix Fridays &amp; Sat 21/01 Caribbean Fever Saturdays @ Pop… https://t.co/JScrXeSs3B";
"en";"@IvankaTrump @realDonaldTrump do you even begin to understand the millions that can't stand your family.We are sick… https://t.co/AoWIKVAMo0";
"en";"but waluhya si hukua immune to bird flu.";
"en";"All My Exs can go in the same Category for the same shit 😂 except 1 . Cheating Ass Sick Hoes";
"en";"I'm sick and tired of being sick and tired - African American proverb";
"en";"@3c48539eb587441 it's your bf fault your sick not mine 😊 https://t.co/YOJ78gaFhK";
"en";"😂😂😂😂 why the fuck you ain't eat it cold? Still got me weak yo";
"en";"Is it cold outside in Texas too? https://t.co/MZm7Pwy9Sf";
"en";"I'm sick of seeing y'all hike y'all clothes up y'all crotch 😂😂 if that 😻 not fat hide that lil thing😈😭";
"en";"I'm starting to feel so much less sick, hallelujah 😍";
"en";"i feel sick";
"en";"Liz arrecha ass had to wear a turtle neck today and it's not cold 😂😂";
"en";"@emskills27 - Nah just a bad cold 🙄 @ffswhy";
"en";"U are sick. https://t.co/Qh4hkuzHmf";
"en";"@BrandyLJensen this could be a sick burn for any of my exes.";
"en";"@Shakerville 'you can't eat no sandwich cold?! This nigga man.'";
"en";"@kay_varrow 'ice cold, Fanta, Coca Cola, very very cold water, lemonade, ice cold' 😂😂";
"en";"Sometimes they can be warm, fuzzy and inviting. Other times just cold and bleak. Find the happy… https://t.co/3UzNmq9X4L";
"en";"Cold fog and clear reflections 😉 @ Aker Brygge Marina https://t.co/CHUPbTmUXJ";
"en";"Everyone looks super cold in the Davos interviews on @business #icanseeyourbreath https://t.co/Xy4QWgOxdm";
"en";"Thank you AWG Pearl River for getting me out of the Michigan cold for a few days!! #sunshine… https://t.co/qUg2crtPsE";
"en";"lots of word on how sick code orange will be tonight and how i'm prone to getting hurt, like i know dis can't wait to bruise or bled";
"en";"My ears hurt, my throat hurts. I can barely speak and I'm really hot live I have a fever but I don't and I'm freezing";
"en";"@ItsTonyNow (pops another few thumbtacks into my mouth and washes em down with an ice cold dr pepper)";
"en";"I wish I could be as cold hearted has I want to be sometimes. It's a blessing and a curse caring about people. #NurseLife #ICantSayNo";
"en-gb";"Cold Weather Photography Tips https://t.co/kZHThb0cf7 via @its_just_light @AP_Magazine @OlympusUK";
"en";"Cold brew and a G&amp;T? #sold https://t.co/2sZbb57yhl";
"en";"I hate being sick.";
"en";"Can I have one fucking week not in a hospital. Every week since fucking October you sick bastards";
"en";"#Gibraltar - a cloudy and increasingly cold and windy day with showers/ rain at times, occasionally heavy. E-NE win… https://t.co/I1BLqlCPux";
"en";"'Donald, I don't think we'll be able to make the inauguration. So long out in the cold...cough, cough, sniffle' https://t.co/sil47gHUKy";
"en";"It's a cold cold world out here..";
"en";"Two wimpy #Canadians can't handle the #Bangalore cold @chorneyr @murali2227 https://t.co/3lU8pP8Qs4";
"en";"@trooper2121 anyone that wants someone to be killed is a sick person FBI needs to call her up.";
"en";"Long blue shadows of the jackals are falling on a payphone by the road, All they ever wanted was to come in from the cold.";
"en";"Playing #QriketLIVE from Ottawa . Leaving the cold for Cuba on Saturday hope I win @jcomparel";
"en";"At least my 102.2 fever held off until after #rollerderby tryouts. #sickAF #ihatecolds";
"en";"@OnlineMagazin where is their luggage ..change of clothes. It to fucking cold in places in the states to ride a bike . Another trump lie";
"en";"@realhorrorshow @hernameisbanks She will for sure come around soon and it will be sick";
"en";"I hate getting car sick 😣😣";
"en";"Live vicariously thru me you cold living morons #saidwithluv #video #southbeach #lifestyle… https://t.co/HIA2TaOjLF";
"en";"@Young_Voice196 it's sick Buddy. I heard of some1 who used to drive 2 the town his girl used to stay at night so he checks where she is AM";
"en";"I can't catch a break I stay sick";
"en";"It's a cold world out here..";
"en";"Take a coke binge before I get sick";
"en";"i'm so sick of trying.";
"en";"I'm so sick of putting so much effort into people who won't even put half as much effort into me";
"en";"@RealTimBlac You sick... https://t.co/pwVwLJJe87";
"en";"I haven't been sick in so long";
"en";"i am Always cold i am Always sleepy i am Always hungry i keep eating chocolate all the time even tho i started hating chocolate LMAO end me";
"en";"if i somehow wind up with a baby im naming it 'cold frosty one'";
"en-gb";"It done. Hate cold dark today ❄️☁️";
"en";"@WindsweptCoast I think you'd need to bite on a wooden spoon lol. Might be nearly as bad as the man flu. Hahaha";
"en";"I'm sick, but now I feel a lot better💕😊 My boyfriend&gt;&gt; https://t.co/BfsASYXvkx";
"en";"@kelsieriedel @gaffordm18 @millikin54 @EricPetoskey @WeLoveRobDyrdek can't even eat a cold sandwich.";
"en";"Yo being sick and being on the rag is the absolute worst";
"en";"@ChrisLeongPoker oh wow.. so this can potentially go on for a long time lol. Sickoooos. You watching? Sick match...";
"en";"Sick https://t.co/sUHSMpH5XA";
"en";"If you feel yourself coming down with a cold but still wanna go out, just chase your drinks with emergen-c 🙃";
"en";"@INSEAD another challenge on my way to improve myself... so cold!!! https://t.co/uKo2d9GlKL";
"en";"kill the 'rain drop, drop top......' tweets. I'm sick of them";
"en";"As much as he would be a sick backup, he would never accept that role https://t.co/lduVy2fGLe";
"en";"I feel like the cold makes me hungry. Can't wait to make gringo burritos tonight...";
"en";"@PaulDykes No having that. It's a stone cold classic.";
"en";"Cold wet comedy! (@ Boston Logan International Airport (BOS) in Boston, MA) https://t.co/0ysnyBZiCQ";
"en";"And sang that ole favorite song of Hillary Clinton, Coughing over the mountains and rolling off the Hill https://t.co/14alAXxgAb";
"en";"sick? Watch Bob Ross sad? Watch Bob Ross high? Watch Bob Ross tired? Watch Bob Ross Bob Ross cures all";
"en";"Damn that's some really sick stuff and we're always surprised when they kill these girls. 😷😷😷 https://t.co/QYU9qlhrq5";
"en";"Looooove being sick 🤒";
"en";"Always trust your girls of the dirtbag left to look after your best interests when u r sick ily Kat https://t.co/sJcZKKjWDF";
"en";"So sick!!! 🤘🏽🤘🏽 https://t.co/jMRolonvbu";
"en";"IS EVERYONE IN SEATTLE SICK? I feel like Haley Joel Osmont but for people with colds. 'I see sick people.' #sicksenseseattle";
"en";"Warning cold callers claiming to be from @MoneySavingExp circulating the #tameside area in OL6 today https://t.co/DYDdNFEjJo";
"en";"@Not_Even_tRyan @Bakeinc_ got em bro. I just got this cold new hoodie they got. Hit them up!";
"en";"I'm so ready to go back to Chico. I'm so sick and tired of my mom bitching at me 24/7. Being home is way more stressful than being at school";
"en";"@ThomasSanders sorry my voice is a little rough I was home sick today but I just had to make this. Love you ❤️💙 https://t.co/OWJp0xkiqG";
"en";"@QueensNews85 find it humorous to degrade others is sick.";
"en";"I keep seeing this on my TL &amp; finally watched it ... I'm weak asf 😂😂😂😂 'why you just ain't eat it cold' https://t.co/X3aKSEApjc";
"en";"Why am I always sick on my days off 🤦🏼‍♂️";
"en";"Lmao I would be sick https://t.co/ag1Df85lIn";
"en";"I feel so nauseous and just sick 😷";
"en";"it's january, i shouldn't have spring fever.";
"en";"@Willetton gotta stay up on that grocery meta. Sick checkout strats, bruh.";
"en";"Hungry, sleepy, and taking care of a sick baby that needs my full on attention and love 😩💙";
"en";"My entire body hurts and I feel so weak rn 😩...hate being sick";
"en";"I think these wintery cold gloomy days have made me susceptible to Clinomania 😲😴 https://t.co/lM9oshw6wL";
"en";"@winstonsalembusinessinc. PLEASE B ADVISED AS AMERICAN..IM SICK &amp; DANG TIRED ILLEGALS GETTING GREEN LIGHT &amp; PREFERENCES! NO SANTUARY CITY!";
"en";"You ain't a real nigga if you can't eat a sandwich cold hahaaaa! Facts!";
"en";"Warning cold callers claiming to be from @MoneySavingExp currently circulating the OL6 area #tameside #MSE https://t.co/DYDdNFEjJo";
"en";"Pretty sick how you basically don't have to ever leave TX anymore if you enjoy hard punk rock all the good stuff happens and/or travels here";
"en";"i hate being sick";
"en";"I'm sick and tired of being sick and tired. 😣 https://t.co/ibK5T3Lf3H";
"en";"What a day and still not made it back to my uni house! #busy #longday #cold";
"en";"Latest: It's 'kin cold #facuplive https://t.co/9FQhjak8wT";
"en";"Kim is cold #cbb";
"en";"Ima tell tyreick im sick 😂😂 maybe we won't get into it today";
"en";"of course the weekend i have a day off i feel like i'm getting sick";
"en";"@RT_America @RT_com GO AWAY with your tiresome NAPPY-HEADED talk!! People are SICK you &amp; DOO-RAG CHAOS inflicted upon America!!!!";
"en";"Government Flu or not to government Flu the diet is going so well 🤒😷";
"en";"It's too cold outside for angels to fly";
"en";"Love the warm weather so soon but not happy my water doesn't stay cold in my car anymore";
"en";"Bro I've never been this sick before 😭";
"en";"dam ass jake got everyone sick";
"en";"Venice, cold January morning December 2016 @ Piazza San Marco Venezia https://t.co/slQuZJrTZN";
"en";"I Wish I Could Be Like That , My Heart Is Cold 🖤 ... Witch Is Ironic Af Because Every1 Has Always Gave Me Chances . https://t.co/HPmrPUUAiW";
"en";"Keep ur heat it get cold in da summer";
"en";"lil yatchy is really in a sprite commerical lol 'cause it get cold like a sprite soda' 😂😂😂 I'm dead";
"en";"I'm going to cry. That was cold, Steve https://t.co/kY0tc1uJmX";
"en";"Really want to get RE7 it looks sick.";
"en";"This better not be some kind of sick joke. Don't play me Like that Michael. https://t.co/KSxeIsxEGw";
"en";"'So sick of love songs , tired of tears , so done with wishing you were here.' - So Sick - NeYo";
"en";"⚡️ “Aleppo: a cold and broken place. ” by @BowenBBC https://t.co/5IyqjFOiGu";
"en";"Cold hair don't care. @ Burlington, Vermont https://t.co/gsZ3CfsGcK";
"en";"'Why tf you ain't eat it cold' lmao https://t.co/XKd3V5MeOs";
"en";"Bitches Make Me Sick Playin The Victim All Da Time...";
"en";"@AmazonPrincss ~Exactly what I thought too!! Also, it's really cold out. A perfect day to snuggle up &amp; have a nap! I'm not hopeful, however.";
"en-gb";"I'm sick and it's @globalgamejam D: I hope the theme cures me (?) #GGJ17 #GJB";
"en";"Rolie's sick voice is so cute";
"en";"Wow being sick sux";
"en";"@magicalinternet oooooo that'd be sick!!! lmk if u do it!! either way i will be there in spirit ~";
"en";"Not bad, like an iced coffee. - Drinking a Saranac Cold Brew Coffee Lager @ H2O-ville - https://t.co/C7qyAR6d97 #photo";
"en";"Can one of my friends, who's on campus, who sees this be a life saver n bring me stuff to get over my flu? I've been throwing up all day.";
"en";"My baby is sick 😷😞";
"en";"Had a good personal training session with my BJJ coach @BrokenSmileFT ... even tho he's sick..… https://t.co/2R0qtQRu9z";
"en";"Why does Chloè talk like she has a constant blocked nose cold? #Cbb @bbuk";
"en";"Sa sobrang lamig ,mapapa kanta kana lang ng cold water haha";
"en";"THATS SICK";
"en";"Winter confuses my body bc I'm cold but also I'm sweating??";
"en";"Fat boy said 'why the fuck you ain't eat it cold' 😂😂😂";
"en";"@FoxNews MAKES ME SICK-AWLFUL PRESIDENT";
"en";"Omg what the fuck is wrong with people, death penalty needs bringing back for sick twats like him https://t.co/rb7GqglXwL";
"en";"Cold tonight. Implementing small changes. ❄️❄️❄️ https://t.co/1nn1y8Iz2v";
"en";"Izz cold 😭 hirap bumangon";
"en";"(New idea) If you are found not cleaning up after your dog on temples campus you get life in prison no parole I'm sick of it";
"en";"Fish are sick";
"en";"Me RN. In the tights grips of a almighty cold. Keep smiling. Work to do. #cold #ill #smileitoff https://t.co/HiD10BatyU";
"en";"The only good thing about winter is that tap water is freezing cold to drink instead of having that lukewarm shit come out of the faucet";
"en";"All I want is a cuddle, its way too cold.";
"en";"@stewartbaker you're a sick person";
"en";"@danikaharrod sick but still lookin cute as heck wtf!!";
"en";"@ProjectBuddy That's sick.";
"en";"if anyone was wondering it is cold and the metal in my nipples is not doing me any favors at the moment";
"en";"@Christiee34 how fun👫 Beagas Trip, be safe &amp; take warm clothes! It's cold af in Vegas.😶";
"en";"I'm sick of this dust Sebastian come through #selfieforseb https://t.co/AEBU7esZq6";
"en";"I'm a little bummed out today. And cold. So I don't wanna leave my bed but I gotta get ready for work https://t.co/jKPtz3F6FV";
"en";"I just ate some spam musubi and am about to drink a COLD BREW";
"en";"Kayla is forcing me to go out for her birthday but I'm sick as a dawggg, anyone ever use DayQuil as a chaser before???";
"en";"I really hate being sick omfg.";
"en";"First world problems defined: shedding a tear over your lack of quality Instagram content because you've been sick since the new year.";
"en";"Baby still COLD outside... ☕️#MICRONEEDLING #stemcell #skincarefirst #taketimeforyourself… https://t.co/IvovP1S2SS";
"en";"Feel sick to my stomach.";
"en";"@AnfieldRd96 SO SICK of all the hating on Sturridge. They'd all be sad enough if he told us all to fuck off and went to another team.";
"en";"Stop by and try Bonita's samples of our new Monastery Signature organic extra virgin olive oil! First cold pressed… https://t.co/klTkjmkIbW";
"en";"Flu ndi matshimba";
"en";"@VaderSensai_ @fucktariyawn I just cried g😂😂😂 the funniest video. He said 'why you ain't just eat it cold?'😂😂😂";
"en";"Whats the point of having a girlfriend if she cant even come check on her dude and see if hes ok when he is sick? Smh #selfish #women 🖓";
